scop_id,pdb_id,scop_class,hierarchy,superfamily
d1nu9c1,1nu9,a,a.8.6.1,a.8.6
d1r8ia_,1r8i,a,a.8.7.1,a.8.7
d1r5ea_,1r5e,a,a.8.8.1,a.8.8
d3ub0e_,3ub0,a,a.8.9.0,a.8.9
d2qw6d_,2qw6,a,a.80.1.2,a.80.1
d1jwea_,1jwe,a,a.81.1.1,a.81.1
d1qh4d1,1qh4,a,a.83.1.1,a.83.1
d1al03_,1al0,a,a.84.1.1,a.84.1
d1hcye1,1hcy,a,a.85.1.1,a.85.1
d5z0ga1,5z0g,a,a.86.1.0,a.86.1
d3odob1,3odo,a,a.87.1.0,a.87.1
d1b4ua_,1b4u,a,a.88.1.1,a.88.1
d7b2hb2,7b2h,a,a.89.1.1,a.89.1
d2cyua1,2cyu,a,a.9.1.1,a.9.1
d4ziaa1,4zia,a,a.90.1.0,a.90.1
d2bt2a1,2bt2,a,a.91.1.0,a.91.1
d1bxre1,1bxr,a,a.92.1.1,a.92.1
d5txqb2,5txq,a,a.93.1.3,a.93.1
d3ccmp1,3ccm,a,a.94.1.1,a.94.1
d5v6gb_,5v6g,a,a.95.1.1,a.95.1
d3cwac1,3cwa,a,a.96.1.3,a.96.1
d2cv0a1,2cv0,a,a.97.1.1,a.97.1
d2r1ra1,2r1r,a,a.98.1.1,a.98.1
d2wq6a2,2wq6,a,a.99.1.0,a.99.1
d2kayb_,2kay,a,a.39.1.0,a.39.1
d1gtib1,1gti,a,a.45.1.1,a.45.1
d4v2qb_,4v2q,a,a.127.1.0,a.127.1
d1o1ta_,1o1t,a,a.118.6.1,a.118.6
d3efqb_,3efq,a,a.128.1.0,a.128.1
d3hx7f_,3hx7,a,a.25.1.1,a.25.1
d6f5la3,6f5l,a,a.48.2.1,a.48.2
d1oyna_,1oyn,a,a.211.1.2,a.211.1
d4jjgb2,4jjg,a,a.100.1.0,a.100.1
d3weja_,3wej,a,a.128.1.2,a.128.1
d1p5xa_,1p5x,a,a.124.1.1,a.124.1
d4oufb_,4ouf,a,a.29.2.1,a.29.2
d2paub_,2pau,a,a.211.1.1,a.211.1
d2p6td1,2p6t,a,a.4.5.0,a.4.5
d1nc5a_,1nc5,a,a.102.1.6,a.102.1
d3nspa_,3nsp,a,a.123.1.1,a.123.1
d1kp8m1,1kp8,a,a.129.1.1,a.129.1
d1o1pb_,1o1p,a,a.1.1.2,a.1.1
d5yvha_,5yvh,a,a.118.1.1,a.118.1
d1gp7b_,1gp7,a,a.133.1.2,a.133.1
d5a5kn2,5a5k,a,a.45.1.1,a.45.1
d1j75a_,1j75,a,a.4.5.19,a.4.5
d4yqua2,4yqu,a,a.45.1.1,a.45.1
d6a2cb1,6a2c,a,a.102.4.0,a.102.4
d1r8qf_,1r8q,a,a.118.3.1,a.118.3
d4yetb1,4yet,a,a.2.11.0,a.2.11
d5kyab1,5kya,a,a.123.1.1,a.123.1
d5ahse2,5ahs,a,a.29.3.0,a.29.3
d4nm1a2,4nm1,a,a.60.12.1,a.60.12
d2hona_,2hon,a,a.211.1.1,a.211.1
d3lg5a_,3lg5,a,a.128.1.0,a.128.1
d2qe7c3,2qe7,a,a.69.1.0,a.69.1
d2o3fc_,2o3f,a,a.4.1.20,a.4.1
d3w67a1,3w67,a,a.5.3.0,a.5.3
d2bbya_,2bby,a,a.4.5.15,a.4.5
d5c1wa1,5c1w,a,a.211.1.0,a.211.1
d3gwxa_,3gwx,a,a.123.1.1,a.123.1
d1pa0b_,1pa0,a,a.133.1.2,a.133.1
d5crud_,5cru,a,a.118.8.0,a.118.8
d2oaxf_,2oax,a,a.123.1.1,a.123.1
d1gukb1,1guk,a,a.45.1.1,a.45.1
d3fx7a1,3fx7,a,a.25.5.1,a.25.5
d5u3qa_,5u3q,a,a.123.1.1,a.123.1
d2p5lg1,2p5l,a,a.4.5.3,a.4.5
d2ns7b1,2ns7,a,a.4.1.9,a.4.1
d2awig2,2awi,a,a.118.8.4,a.118.8
d1jigd_,1jig,a,a.25.1.1,a.25.1
d1mz4a_,1mz4,a,a.3.1.1,a.3.1
d1xfxo1,1xfx,a,a.39.1.5,a.39.1
d4f6ba_,4f6b,a,a.1.1.4,a.1.1
d4nr9a1,4nr9,a,a.29.2.0,a.29.2
d7l9la1,7l9l,a,a.29.2.0,a.29.2
d4o4za_,4o4z,a,a.1.1.2,a.1.1
d5ttob_,5tto,a,a.123.1.1,a.123.1
d3kikc_,3kik,a,a.301.1.1,a.301.1
d3ewta_,3ewt,a,a.39.1.5,a.39.1
d5h7aj3,5h7a,a,a.8.1.1,a.8.1
d6i2mb_,6i2m,a,a.118.17.0,a.118.17
d3dutd_,3dut,a,a.1.1.2,a.1.1
d7bjud_,7bju,a,a.123.1.1,a.123.1
d5nb3c_,5nb3,a,a.1.1.3,a.1.1
d1babb_,1bab,a,a.1.1.2,a.1.1
d6jh0a_,6jh0,a,a.16.1.1,a.16.1
d4lera_,4ler,a,a.118.8.0,a.118.8
d1dsoa_,1dso,a,a.93.1.1,a.93.1
d6iqsa_,6iqs,a,a.118.8.1,a.118.8
d3mlma_,3mlm,a,a.133.1.2,a.133.1
d4dffa_,4dff,a,a.211.1.0,a.211.1
d4cr2z1,4cr2,a,a.118.1.28,a.118.1
d4ms6a3,4ms6,a,a.118.1.7,a.118.1
d6sxxb_,6sxx,a,a.29.2.1,a.29.2
d5l97a1,5l97,a,a.29.2.0,a.29.2
d5wrzb1,5wrz,a,a.41.1.0,a.41.1
d1ngna_,1ngn,a,a.96.1.2,a.96.1
d3et3a1,3et3,a,a.123.1.1,a.123.1
d6tqva_,6tqv,a,a.25.1.0,a.25.1
d3n1yb_,3n1y,a,a.25.1.2,a.25.1
d1vdkb_,1vdk,a,a.127.1.1,a.127.1
d7k3vo_,7k3v,a,a.25.1.0,a.25.1
d1h1pd1,1h1p,a,a.74.1.1,a.74.1
d5b1mc_,5b1m,a,a.22.1.1,a.22.1
d3hx2o_,3hx2,a,a.25.1.1,a.25.1
d4v2oc1,4v2o,a,a.64.1.3,a.64.1
d3gwxb_,3gwx,a,a.123.1.1,a.123.1
d5l8gt1,5l8g,a,a.25.1.0,a.25.1
d6vmey_,6vme,a,a.2.17.0,a.2.17
d2or1l_,2or1,a,a.35.1.2,a.35.1
d5qtka_,5qtk,a,a.128.1.0,a.128.1
d3k4sa1,3k4s,a,a.211.1.2,a.211.1
d5tzca1,5tzc,a,a.211.1.0,a.211.1
d1fj0a_,1fj0,a,a.3.1.1,a.3.1
d6k1id_,6k1i,a,a.22.1.1,a.22.1
d6llxa2,6llx,a,a.45.1.1,a.45.1
d5j0da_,5j0d,a,a.29.2.1,a.29.2
d1vina1,1vin,a,a.74.1.1,a.74.1
d1zs3h_,1zs3,a,a.25.1.1,a.25.1
d5ze9d3,5ze9,a,a.69.1.0,a.69.1
d7cuea_,7cue,a,a.1.1.2,a.1.1
d5v5rb_,5v5r,a,a.1.1.2,a.1.1
d6cc6b2,6cc6,a,a.93.1.0,a.93.1
d3lu7a3,3lu7,a,a.126.1.1,a.126.1
d3nqja_,3nqj,a,a.22.1.1,a.22.1
d6sdoa_,6sdo,a,a.128.1.0,a.128.1
d5ls9k_,5ls9,a,a.25.1.0,a.25.1
d1q0de_,1q0d,a,a.24.22.1,a.24.22
d2rf7c_,2rf7,a,a.138.1.3,a.138.1
d6fqxd2,6fqx,a,a.100.1.0,a.100.1
d6kb2a_,6kb2,a,a.123.1.1,a.123.1
d1ow7a_,1ow7,a,a.24.14.1,a.24.14
d1l8hk_,1l8h,a,a.25.1.1,a.25.1
d1y2ea_,1y2e,a,a.211.1.2,a.211.1
d7cpcf1,7cpc,a,a.25.1.0,a.25.1
d5ktxa1,5ktx,a,a.29.2.1,a.29.2
d1q3qa1,1q3q,a,a.129.1.2,a.129.1
d2a2og_,2a2o,a,a.132.1.3,a.132.1
d4llld_,4lll,a,a.4.5.0,a.4.5
d6ft0a_,6ft0,a,a.211.1.2,a.211.1
d3sn9h_,3sn9,a,a.265.1.1,a.265.1
d1jkve_,1jkv,a,a.25.1.3,a.25.1
d4hx4a1,4hx4,a,a.4.5.24,a.4.5
d3qwop_,3qwo,a,a.8.1.1,a.8.1
d1jm6a1,1jm6,a,a.29.5.1,a.29.5
d1ev4c1,1ev4,a,a.45.1.1,a.45.1
d1pshb_,1psh,a,a.133.1.2,a.133.1
d6e6jc1,6e6j,a,a.29.2.0,a.29.2
d5l3vb1,5l3v,a,a.24.13.0,a.24.13
d2gttr1,2gtt,a,a.260.1.1,a.260.1
d6onga_,6ong,a,a.1.1.2,a.1.1
d3w5eb_,3w5e,a,a.211.1.2,a.211.1
d6neia1,6nei,a,a.4.5.0,a.4.5
d4crxa1,4crx,a,a.60.9.1,a.60.9
d4c0ca1,4c0c,a,a.104.1.0,a.104.1
d1e6va1,1e6v,a,a.89.1.1,a.89.1
d2cbja1,2cbj,a,a.246.1.1,a.246.1
d1cm4a_,1cm4,a,a.39.1.5,a.39.1
d2liga_,2lig,a,a.24.2.1,a.24.2
d2es4d1,2es4,a,a.137.15.1,a.137.15
d4n7oh_,4n7o,a,a.1.1.2,a.1.1
d6k5vf_,6k5v,a,a.103.1.0,a.103.1
d7jr6a2,7jr6,a,a.45.1.1,a.45.1
d1mhyb_,1mhy,a,a.25.1.2,a.25.1
d2qe7f3,2qe7,a,a.69.1.0,a.69.1
d2nsub1,2nsu,a,a.48.2.1,a.48.2
d3omkc1,3omk,a,a.123.1.1,a.123.1
d2zjpn1,2zjp,a,a.144.2.1,a.144.2
d6nmna2,6nmn,a,a.24.16.1,a.24.16
d5vetb_,5vet,a,a.133.1.2,a.133.1
d4nxaa_,4nxa,a,a.1.1.2,a.1.1
d2dh0a1,2dh0,a,a.4.1.9,a.4.1
d3tp3a1,3tp3,a,a.4.1.9,a.4.1
d1zqha1,1zqh,a,a.60.6.1,a.60.6
d3aq9b_,3aq9,a,a.1.1.0,a.1.1
d1p34g_,1p34,a,a.22.1.1,a.22.1
d4bmua_,4bmu,a,a.25.1.0,a.25.1
d1a8ha1,1a8h,a,a.27.1.1,a.27.1
d2a6hf3,2a6h,a,a.177.1.1,a.177.1
d6evla_,6evl,a,a.118.8.1,a.118.8
d6yd0d_,6yd0,a,a.25.1.2,a.25.1
d6cwtf_,6cwt,a,a.62.1.1,a.62.1
d2wpab2,2wpa,a,a.74.1.1,a.74.1
d1tzta_,1tzt,a,a.79.1.1,a.79.1
d3gh6a2,3gh6,a,a.45.1.0,a.45.1
d5ukma1,5ukm,a,a.91.1.0,a.91.1
d4to9s_,4to9,a,a.25.1.0,a.25.1
d2htja1,2htj,a,a.4.5.73,a.4.5
d3r6qd_,3r6q,a,a.127.1.1,a.127.1
d2bwbb_,2bwb,a,a.5.2.1,a.5.2
d1okvb2,1okv,a,a.74.1.1,a.74.1
d6m4gd_,6m4g,a,a.22.1.1,a.22.1
d1b2nb_,1b2n,a,a.137.2.1,a.137.2
d4jwla1,4jwl,a,a.118.3.0,a.118.3
d1nvmc1,1nvm,a,a.5.7.1,a.5.7
d1u8vb1,1u8v,a,a.29.3.1,a.29.3
d5ecle2,5ecl,a,a.45.1.0,a.45.1
d4r1na2,4r1n,a,a.100.1.0,a.100.1
d2cxbb_,2cxb,a,a.3.1.1,a.3.1
d4mted_,4mte,a,a.4.5.0,a.4.5
d4toam_,4toa,a,a.25.1.0,a.25.1
d4tobp_,4tob,a,a.25.1.1,a.25.1
d6am3a_,6am3,a,a.91.1.0,a.91.1
d6i6gb_,6i6g,a,a.1.1.2,a.1.1
d1pa3a1,1pa3,a,a.45.1.1,a.45.1
d1k0ab1,1k0a,a,a.45.1.1,a.45.1
d2ezza_,2ezz,a,a.60.5.1,a.60.5
d4iwkd_,4iwk,a,a.25.1.1,a.25.1
d4h2la_,4h2l,a,a.1.1.2,a.1.1
d1xbpg1,1xbp,a,a.4.7.1,a.4.7
d3n9ya_,3n9y,a,a.104.1.0,a.104.1
d1o79b1,1o79,a,a.102.4.2,a.102.4
d5n28e2,5n28,a,a.89.1.0,a.89.1
d2gtth1,2gtt,a,a.260.1.1,a.260.1
d2wttl_,2wtt,a,a.53.1.0,a.53.1
d5nx6a1,5nx6,a,a.128.1.0,a.128.1
d1q0kg_,1q0k,a,a.24.22.1,a.24.22
d3p9ca1,3p9c,a,a.4.5.0,a.4.5
d6ho5a1,6ho5,a,a.4.1.0,a.4.1
d5tisu_,5tis,a,a.60.12.2,a.60.12
d1cmab_,1cma,a,a.43.1.5,a.43.1
d1q7yq_,1q7y,a,a.94.1.1,a.94.1
d2hbca_,2hbc,a,a.1.1.2,a.1.1
d1h55a_,1h55,a,a.93.1.1,a.93.1
d3vjcd_,3vjc,a,a.128.1.2,a.128.1
d2y3qf_,2y3q,a,a.25.1.1,a.25.1
d6i73b1,6i73,a,a.4.5.0,a.4.5
d3kkad_,3kka,a,a.60.1.0,a.60.1
d4fgwa2,4fgw,a,a.100.1.0,a.100.1
d1nx0a_,1nx0,a,a.39.1.8,a.39.1
d6hhpa1,6hhp,a,a.118.7.1,a.118.7
d3ua5b1,3ua5,a,a.104.1.1,a.104.1
d1imqa_,1imq,a,a.28.2.1,a.28.2
d3uhwb_,3uhw,a,a.1.1.2,a.1.1
d6nc4a1,6nc4,a,a.24.13.0,a.24.13
d4jd2g_,4jd2,a,a.118.13.1,a.118.13
d1b7tz_,1b7t,a,a.39.1.5,a.39.1
d3aqab_,3aqa,a,a.29.2.0,a.29.2
d3hseb1,3hse,a,a.4.5.0,a.4.5
d2o27a_,2o27,a,a.26.1.2,a.26.1
d3daga2,3dag,a,a.100.1.11,a.100.1
d1abyb_,1aby,a,a.1.1.2,a.1.1
d6dwma_,6dwm,a,a.104.1.0,a.104.1
d3o0gd_,3o0g,a,a.74.1.1,a.74.1
d3kmoa2,3kmo,a,a.45.1.1,a.45.1
d1eoha1,1eoh,a,a.45.1.1,a.45.1
d2i76b1,2i76,a,a.100.1.0,a.100.1
d1w2ya_,1w2y,a,a.204.1.1,a.204.1
d3uw8b2,3uw8,a,a.93.1.3,a.93.1
d4eomb2,4eom,a,a.74.1.1,a.74.1
d5m4ra_,5m4r,a,a.135.1.1,a.135.1
d4z0ya_,4z0y,a,a.86.1.0,a.86.1
d2a07i_,2a07,a,a.4.5.0,a.4.5
d4dbka_,4dbk,a,a.133.1.2,a.133.1
d4llja1,4llj,a,a.211.1.0,a.211.1
d1g1uc_,1g1u,a,a.123.1.1,a.123.1
d2xaqb2,2xaq,a,a.4.1.3,a.4.1
d6lbig_,6lbi,a,a.4.5.0,a.4.5
d1yoza1,1yoz,a,a.253.1.1,a.253.1
d1zhfa1,1zhf,a,a.4.5.0,a.4.5
d1etkb_,1etk,a,a.4.1.12,a.4.1
d2r9gc1,2r9g,a,a.80.1.2,a.80.1
d2gm7d2,2gm7,a,a.132.1.0,a.132.1
d4fcdb1,4fcd,a,a.211.1.0,a.211.1
d2b8za_,2b8z,a,a.26.1.2,a.26.1
d4xuhb_,4xuh,a,a.123.1.1,a.123.1
d4hg9b_,4hg9,a,a.133.1.2,a.133.1
d5qzeb2,5qze,a,a.118.29.1,a.118.29
d1n8qa1,1n8q,a,a.119.1.1,a.119.1
d3rdib2,3rdi,a,a.4.5.0,a.4.5
d4hgka1,4hgk,a,a.126.1.0,a.126.1
d1n97b_,1n97,a,a.104.1.1,a.104.1
d1fqvh1,1fqv,a,a.157.1.1,a.157.1
d1sn6a2,1sn6,a,a.64.1.1,a.64.1
d1g09c_,1g09,a,a.1.1.2,a.1.1
d1bs3a1,1bs3,a,a.2.11.1,a.2.11
d1ycbb_,1ycb,a,a.1.1.2,a.1.1
d1qpwa_,1qpw,a,a.1.1.2,a.1.1
d1jr3e1,1jr3,a,a.80.1.1,a.80.1
d1j2jb_,1j2j,a,a.7.8.1,a.7.8
d2gtlh1,2gtl,a,a.1.1.2,a.1.1
d4lm3b1,4lm3,a,a.211.1.0,a.211.1
d2qbdr1,2qbd,a,a.4.8.1,a.4.8
d5hgka_,5hgk,a,a.73.1.1,a.73.1
d4ejge1,4ejg,a,a.104.1.0,a.104.1
d1fa0b3,1fa0,a,a.160.1.1,a.160.1
d2kbmb_,2kbm,a,a.39.1.2,a.39.1
d1l9la_,1l9l,a,a.64.1.1,a.64.1
d5vtda_,5vtd,a,a.25.1.1,a.25.1
d6tfbb1,6tfb,a,a.141.1.1,a.141.1
d1ldkb1,1ldk,a,a.4.5.34,a.4.5
d3lyfd_,3lyf,a,a.299.1.1,a.299.1
d1l2ob_,1l2o,a,a.39.1.5,a.39.1
d1rq4a_,1rq4,a,a.1.1.2,a.1.1
d5fkna2,5fkn,a,a.121.1.1,a.121.1
d2hyva_,2hyv,a,a.65.1.0,a.65.1
d3wa9d_,3wa9,a,a.22.1.1,a.22.1
d1etqb_,1etq,a,a.4.1.12,a.4.1
d2gnva_,2gnv,a,a.1.1.2,a.1.1
d3m79a_,3m79,a,a.24.3.1,a.24.3
d1odda_,1odd,a,a.4.6.1,a.4.6
d4v2fa1,4v2f,a,a.4.1.9,a.4.1
d5vfha1,5vfh,a,a.133.1.2,a.133.1
d1yqma1,1yqm,a,a.96.1.3,a.96.1
d4h5mb_,4h5m,a,a.299.1.1,a.299.1
d2zh7a1,2zh7,a,a.160.1.0,a.160.1
d1cowf1,1cow,a,a.69.1.1,a.69.1
d3zmbb1,3zmb,a,a.128.1.0,a.128.1
d2vt2a1,2vt2,a,a.4.5.0,a.4.5
d3egta_,3egt,a,a.128.1.0,a.128.1
d5b1mb_,5b1m,a,a.22.1.1,a.22.1
d2gz4c_,2gz4,a,a.211.1.1,a.211.1
d1a2aa_,1a2a,a,a.133.1.2,a.133.1
d3m15c_,3m15,a,a.24.3.1,a.24.3
d1a7wa_,1a7w,a,a.22.1.2,a.22.1
d5s4ve_,5s4v,a,a.137.10.1,a.137.10
d6hu4a_,6hu4,a,a.62.1.1,a.62.1
d3itga1,3itg,a,a.176.1.1,a.176.1
d2k8mb_,2k8m,a,a.39.1.0,a.39.1
d4bcqd1,4bcq,a,a.74.1.1,a.74.1
d3cmei1,3cme,a,a.4.7.1,a.4.7
d2doqa_,2doq,a,a.39.1.0,a.39.1
d4toeq_,4toe,a,a.25.1.0,a.25.1
d6v8fb_,6v8f,a,a.127.1.1,a.127.1
d9icwa1,9icw,a,a.60.6.1,a.60.6
d1qgpa_,1qgp,a,a.4.5.19,a.4.5
d1n4rb_,1n4r,a,a.102.4.3,a.102.4
d6o5ga_,6o5g,a,a.39.1.5,a.39.1
d1svti1,1svt,a,a.129.1.1,a.129.1
d1ffua1,1ffu,a,a.56.1.1,a.56.1
d4oyna_,4oyn,a,a.25.1.1,a.25.1
d6ycta_,6yct,a,a.104.1.0,a.104.1
d2b0lb2,2b0l,a,a.4.5.66,a.4.5
d2qspa_,2qsp,a,a.1.1.2,a.1.1
d5cruc_,5cru,a,a.118.8.0,a.118.8
d1zqta3,1zqt,a,a.60.12.1,a.60.12
d4kuhh2,4kuh,a,a.100.1.0,a.100.1
d1kywa1,1kyw,a,a.4.5.29,a.4.5
d3bp9v_,3bp9,a,a.73.1.1,a.73.1
d1u6gc_,1u6g,a,a.118.1.2,a.118.1
d1q6bb1,1q6b,a,a.186.1.1,a.186.1
d2jizi3,2jiz,a,a.69.1.0,a.69.1
d3senc2,3sen,a,a.60.1.0,a.60.1
d5a5km2,5a5k,a,a.45.1.1,a.45.1
d4wwic_,4wwi,a,a.8.1.1,a.8.1
d4uw2a4,4uw2,a,a.24.30.1,a.24.30
d5n69h_,5n69,a,a.39.1.0,a.39.1
d1k31a_,1k31,a,a.39.1.1,a.39.1
d1pgta1,1pgt,a,a.45.1.1,a.45.1
d3bp9i_,3bp9,a,a.73.1.1,a.73.1
d3h4eh2,3h4e,a,a.28.3.0,a.28.3
d5u42a_,5u42,a,a.123.1.1,a.123.1
d2gdrf2,2gdr,a,a.45.1.0,a.45.1
d3zy0a_,3zy0,a,a.53.1.0,a.53.1
d5cb4e_,5cb4,a,a.137.10.1,a.137.10
d1m6ya1,1m6y,a,a.60.13.1,a.60.13
d4mf5a2,4mf5,a,a.45.1.0,a.45.1
d1wtyb_,1wty,a,a.24.16.2,a.24.16
d2ce7f1,2ce7,a,a.269.1.1,a.269.1
d5bsga2,5bsg,a,a.100.1.0,a.100.1
d2idxc_,2idx,a,a.25.2.0,a.25.2
d6jb7a2,6jb7,a,a.5.2.1,a.5.2
d5bsge2,5bsg,a,a.100.1.0,a.100.1
d2opoa_,2opo,a,a.39.1.10,a.39.1
d3ak8g_,3ak8,a,a.25.1.1,a.25.1
d4toar_,4toa,a,a.25.1.0,a.25.1
d1mlfa_,1mlf,a,a.1.1.2,a.1.1
d3qd8h1,3qd8,a,a.25.1.0,a.25.1
d6uy1f_,6uy1,a,a.29.2.0,a.29.2
d5gwec_,5gwe,a,a.104.1.0,a.104.1
d3bomc_,3bom,a,a.1.1.2,a.1.1
d1tw9g1,1tw9,a,a.45.1.1,a.45.1
d5uc3a_,5uc3,a,a.123.1.1,a.123.1
d5vhtb1,5vht,a,a.130.1.1,a.130.1
d6buta_,6but,a,a.39.1.5,a.39.1
d1jy7d_,1jy7,a,a.1.1.2,a.1.1
d6dmka_,6dmk,a,a.29.2.1,a.29.2
d7k78g_,7k78,a,a.22.1.1,a.22.1
d5toub_,5tou,a,a.1.1.3,a.1.1
d1k7wa_,1k7w,a,a.127.1.1,a.127.1
d4mbga_,4mbg,a,a.118.6.0,a.118.6
d6g40b2,6g40,a,a.96.1.3,a.96.1
d4z9mg1,4z9m,a,a.83.1.0,a.83.1
d4d8gd1,4d8g,a,a.25.1.2,a.25.1
d1it5a_,1it5,a,a.133.1.3,a.133.1
d2cf7b_,2cf7,a,a.25.1.1,a.25.1
d3csid1,3csi,a,a.45.1.1,a.45.1
d5jczc_,5jcz,a,a.118.27.1,a.118.27
d1s3qe_,1s3q,a,a.25.1.0,a.25.1
d1nbme1,1nbm,a,a.69.1.1,a.69.1
d1wgla1,1wgl,a,a.5.2.4,a.5.2
d2x17q_,2x17,a,a.25.1.0,a.25.1
d2iuoi1,2iuo,a,a.35.1.4,a.35.1
d4gtpb_,4gtp,a,a.102.4.3,a.102.4
d3a9qj_,3a9q,a,a.25.1.0,a.25.1
d6g07d_,6g07,a,a.123.1.0,a.123.1
d3gkld_,3gkl,a,a.28.2.1,a.28.2
d3food_,3foo,a,a.24.3.1,a.24.3
d1twnb_,1twn,a,a.132.1.1,a.132.1
d5ujbb2,5ujb,a,a.126.1.1,a.126.1
d4f2ng1,4f2n,a,a.2.11.0,a.2.11
d3fxja2,3fxj,a,a.159.1.0,a.159.1
d6v2kf_,6v2k,a,a.22.1.1,a.22.1
d1rk4b1,1rk4,a,a.45.1.1,a.45.1
d4h85a1,4h85,a,a.29.5.0,a.29.5
d2uune_,2uun,a,a.1.1.3,a.1.1
d4n4oe_,4n4o,a,a.138.1.3,a.138.1
d2y0qb_,2y0q,a,a.274.1.1,a.274.1
d4qgpa1,4qgp,a,a.204.1.0,a.204.1
d6beje1,6bej,a,a.2.11.0,a.2.11
d2qbkx1,2qbk,a,a.2.2.1,a.2.2
d1oq4e_,1oq4,a,a.25.1.2,a.25.1
d5ciga_,5cig,a,a.93.1.1,a.93.1
d1vqmv1,1vqm,a,a.2.2.1,a.2.2
d1hw1b1,1hw1,a,a.4.5.6,a.4.5
d2c1ma_,2c1m,a,a.118.1.1,a.118.1
d5xupa_,5xup,a,a.146.1.1,a.146.1
d1yhuq_,1yhu,a,a.1.1.0,a.1.1
d3gbrb1,3gbr,a,a.46.2.1,a.46.2
d4blxa_,4blx,a,a.93.1.0,a.93.1
d4jn0a_,4jn0,a,a.93.1.1,a.93.1
d1zlac1,1zla,a,a.22.1.1,a.22.1
d1fz4c_,1fz4,a,a.25.1.2,a.25.1
d6myob2,6myo,a,a.1.2.1,a.1.2
d3vk0c_,3vk0,a,a.35.1.0,a.35.1
d2bxga2,2bxg,a,a.126.1.1,a.126.1
d1mzla_,1mzl,a,a.52.1.1,a.52.1
d7axfa_,7axf,a,a.123.1.1,a.123.1
d5ziqb1,5ziq,a,a.1.1.0,a.1.1
d2bpgb1,2bpg,a,a.60.6.1,a.60.6
d1g0wa1,1g0w,a,a.83.1.1,a.83.1
d2h3fa_,2h3f,a,a.61.1.1,a.61.1
d3bj1c_,3bj1,a,a.1.1.2,a.1.1
d1xwra1,1xwr,a,a.35.1.9,a.35.1
d5lmkb2,5lmk,a,a.74.1.1,a.74.1
d2diwa1,2diw,a,a.118.9.4,a.118.9
d2c0uc1,2c0u,a,a.29.3.1,a.29.3
d3uhua_,3uhu,a,a.1.1.2,a.1.1
d2qkmd1,2qkm,a,a.242.1.1,a.242.1
d1t6ui_,1t6u,a,a.24.22.1,a.24.22
d4hbld1,4hbl,a,a.4.5.0,a.4.5
d1bdjb_,1bdj,a,a.24.10.1,a.24.10
d5a5kt2,5a5k,a,a.45.1.1,a.45.1
d1cmbb_,1cmb,a,a.43.1.5,a.43.1
d1we3i1,1we3,a,a.129.1.1,a.129.1
d2uuqa_,2uuq,a,a.104.1.0,a.104.1
d2oeqd_,2oeq,a,a.281.1.2,a.281.1
d1tcob_,1tco,a,a.39.1.5,a.39.1
d3buaa_,3bua,a,a.146.1.1,a.146.1
d3cz1b_,3cz1,a,a.39.2.1,a.39.2
d5elaa2,5ela,a,a.45.1.0,a.45.1
d1g0vb_,1g0v,a,a.137.7.1,a.137.7
d6wyuc_,6wyu,a,a.24.3.1,a.24.3
d2ahrd1,2ahr,a,a.100.1.10,a.100.1
d4xy2b1,4xy2,a,a.211.1.0,a.211.1
d5wsua_,5wsu,a,a.39.1.5,a.39.1
d1aond1,1aon,a,a.129.1.1,a.129.1
d1iw7f1,1iw7,a,a.4.13.1,a.4.13
d1b85a_,1b85,a,a.93.1.1,a.93.1
d3o8jf_,3o8j,a,a.103.1.0,a.103.1
d1j09a1,1j09,a,a.97.1.1,a.97.1
d1gnca1,1gnc,a,a.26.1.1,a.26.1
d3gjoa_,3gjo,a,a.245.1.1,a.245.1
d3dgeb1,3dge,a,a.30.2.0,a.30.2
d1r6cx_,1r6c,a,a.174.1.1,a.174.1
d1uc3l_,1uc3,a,a.1.1.2,a.1.1
d5wh5b_,5wh5,a,a.211.1.2,a.211.1
d1fp1d1,1fp1,a,a.4.5.29,a.4.5
d4erua1,4eru,a,a.25.1.4,a.25.1
d2hqtn_,2hqt,a,a.45.1.2,a.45.1
d4dnkb_,4dnk,a,a.118.7.1,a.118.7
d4iwrb_,4iwr,a,a.35.1.0,a.35.1
d1dflx_,1dfl,a,a.39.1.5,a.39.1
d5s5le_,5s5l,a,a.137.10.1,a.137.10
d5k1id_,5k1i,a,a.211.1.2,a.211.1
d6z9ei_,6z9e,a,a.25.1.1,a.25.1
d3vrca_,3vrc,a,a.24.3.2,a.24.3
d22gsb1,22gs,a,a.45.1.1,a.45.1
d7k63f_,7k63,a,a.22.1.1,a.22.1
d3btjd2,3btj,a,a.121.1.1,a.121.1
d4gamr_,4gam,a,a.23.3.1,a.23.3
d3qb9f_,3qb9,a,a.25.1.0,a.25.1
d4qo4a_,4qo4,a,a.42.1.1,a.42.1
d2pnua_,2pnu,a,a.123.1.1,a.123.1
d1n95a_,1n95,a,a.118.6.1,a.118.6
d3f72a_,3f72,a,a.4.5.5,a.4.5
d5xpoa_,5xpo,a,a.123.1.1,a.123.1
d5ecke2,5eck,a,a.45.1.0,a.45.1
d4xi3a_,4xi3,a,a.123.1.1,a.123.1
d1pf9k1,1pf9,a,a.129.1.1,a.129.1
d2wvda1,2wvd,a,a.43.1.0,a.43.1
d2fsza_,2fsz,a,a.123.1.1,a.123.1
d6l5vb_,6l5v,a,a.1.1.2,a.1.1
d4sdhb_,4sdh,a,a.1.1.2,a.1.1
